id,path,labels
60,images/14265524907_0e0456f5e3.jpg,"[{'id': 'white', 'type': 'poly', 'xn': '1.80507897235;274.372003798;272.566924825;0.0', 'yn': '204.876463362;203.973923876;479.24846716;481.053546132', 'class': 'whiteboard'}]"
61,images/Whiteboard_with_markers.jpg,"[{'id': 'white', 'type': 'poly', 'xn': '48.0703351786;1801.37256038;1798.84254274;48.0703351786', 'yn': '45.5403175376;45.5403175376;1062.60740921;1057.54737393', 'class': 'whiteboard'}]"
62,images/9319422569_899be28f7d.jpg,"[{'id': 'white', 'type': 'poly', 'xn': '15.343171265;490.98148048;484.663704077;11.7330133203', 'yn': '3.6101579447;4.51269743088;311.376122731;307.765964786', 'class': 'whiteboard'}, {'height': 49.63967173968691, 'type': 'rect', 'width': 435.02403233689256, 'x': 30.686342529988273, 'y': 9.927934347937382, 'class': 'text', 'id': 'text'}, {'height': 69.49554043556168, 'type': 'rect', 'width': 374.5538867630921, 'x': 27.07618458528377, 'y': 69.49554043556168, 'class': 'text', 'id': 'text'}, {'height': 52.34729019821529, 'type': 'rect', 'width': 223.82979257167915, 'x': 34.29650047469278, 'y': 138.99108087112336, 'class': 'text', 'id': 'text'}, {'height': 56.85998762909591, 'type': 'rect', 'width': 175.9951998043445, 'x': 37.00411893322115, 'y': 190.43583158316252, 'class': 'text', 'id': 'text'}, {'height': 50.542211225863014, 'type': 'rect', 'width': 275.27454328371834, 'x': 38.809197905573406, 'y': 248.19835869843456, 'class': 'text', 'id': 'text'}]"
63,images/29748444155_eb1508018c.jpg,"[{'type': 'poly', 'xn': '8.36179212406;495.137547918;494.540277052;10.7508755881', 'yn': '7.16725039206;6.56997952605;277.730952692;277.730952692', 'class': 'whiteboard'}, {'height': 57.93527400244865, 'x': 287.8845574142294, 'width': 45.98985668235616, 'y': 113.4814645408788, 'class': 'figure', 'type': 'rect'}, {'height': 56.143461404434774, 'x': 345.819831416678, 'width': 101.53604722078632, 'y': 113.4814645408788, 'class': 'figure', 'type': 'rect'}, {'height': 19.709938578152634, 'x': 60.324357466467156, 'width': 386.43425030499253, 'y': 11.945417320092506, 'class': 'text', 'type': 'rect'}, {'height': 18.515396846143382, 'x': 11.348146454087882, 'width': 114.07873540688344, 'y': 48.976211012379274, 'class': 'text', 'type': 'rect'}, {'height': 15.529042516120263, 'x': 152.90134169718408, 'width': 157.6795086252211, 'y': 47.1843984143654, 'class': 'text', 'type': 'rect'}, {'height': 12.54268818609713, 'x': 348.20891488069657, 'width': 130.2050487890083, 'y': 41.808960620323774, 'class': 'text', 'type': 'rect'}, {'height': 15.529042516120256, 'x': 384.6424377069787, 'width': 101.53604722078632, 'y': 28.669001568222015, 'class': 'text', 'type': 'rect'}, {'height': 72.26977478655967, 'x': 223.37930388572985, 'width': 157.67950862522108, 'y': 41.808960620323774, 'class': 'text', 'type': 'rect'}, {'height': 13.139959052101759, 'x': 361.94614479880295, 'width': 19.11266771214798, 'y': 97.35515115875393, 'class': 'text', 'type': 'rect'}, {'height': 83.61792124064755, 'x': 16.126313382124884, 'width': 128.41323619099444, 'y': 81.22883777662904, 'class': 'text', 'type': 'rect'}, {'height': 88.39608816868454, 'x': 19.709938578152634, 'width': 143.9422787071147, 'y': 179.77853066739223, 'class': 'text', 'type': 'rect'}, {'height': 199.48846924554488, 'x': 152.90134169718408, 'width': 173.20855114134133, 'y': 69.28342045653653, 'class': 'text', 'type': 'rect'}, {'height': 50.17075274438853, 'x': 337.4580392926133, 'width': 134.9832157170453, 'y': 56.14346140443478, 'class': 'text', 'type': 'rect'}, {'height': 62.71344093048566, 'x': 335.6662266945994, 'width': 152.90134169718408, 'y': 175.59763460535984, 'class': 'text', 'type': 'rect'}]"
64,images/whiteboard-free-clipart-1.jpg,"[{'id': 'black', 'type': 'poly', 'xn': '45.5403175376;1586.32106089;1591.38109618;37.9502646147', 'yn': '32.8902293327;30.3602116917;837.435839164;839.965856805', 'class': 'whiteboard'}]"
65,images/10940847195_f8055638ac.jpg,"[{'id': 'white', 'type': 'poly', 'xn': '63.1777640323;423.291019017;415.168163641;71.3006194079', 'yn': '53.2498296844;48.7371322535;282.494859173;282.494859173', 'class': 'whiteboard'}]"
66,images/13191845114_a568fee3b2.jpg,"[{'id': 'white', 'type': 'poly', 'xn': '79.8079130228;374.717153526;371.846268305;91.1564881038', 'yn': '54.7254260728;54.7254260728;490.078940994;483.76116459', 'class': 'whiteboard'}, {'height': 412.46054518249184, 'x': 83.03363272820405, 'width': 48.73713225351108, 'y': 56.85998762909625, 'class': 'text', 'type': 'rect'}, {'height': 395.31229494514537, 'x': 114.62251474436864, 'width': 79.42347478349951, 'y': 70.39807992173822, 'class': 'text', 'type': 'rect'}, {'height': 33.39396098851685, 'x': 194.04598952786816, 'width': 58.66506660144853, 'y': 113.7199752581925, 'class': 'text', 'type': 'rect'}]"
67,images/24454264442_6a23de6fd9.jpg,"[{'id': 'white', 'type': 'poly', 'xn': '3.6101579447;490.078940994;491.884019966;7.22031588941', 'yn': '5.41523691706;7.22031588941;372.748807791;368.23611036', 'class': 'whiteboard'}, {'height': 166.96980494258506, 'x': 177.8002787766987, 'width': 268.0542273943122, 'y': 82.13109324202833, 'class': 'text', 'type': 'rect'}, {'height': 124.55044909230668, 'x': 46.029513794982904, 'width': 102.88950142407944, 'y': 191.33837106934072, 'class': 'figure', 'type': 'rect'}, {'height': 23.466026640579514, 'x': 220.21963462697704, 'width': 186.82567363846005, 'y': 354.69801806722126, 'class': 'figure', 'type': 'rect'}, {'height': 45.12697430880678, 'x': 347.47770217781215, 'width': 67.69046146321017, 'y': 250.90597715696566, 'class': 'figure', 'type': 'rect'}]"
68,images/17504033411_baa2fbaa2e.jpg,"[{'id': 'white', 'type': 'poly', 'xn': '31.9231652091;480.367628861;476.56725205;29.6429391227', 'yn': '24.3224115879;31.9231652091;351.914892662;349.634666576', 'class': 'whiteboard'}, {'height': 67.64670722882322, 'x': 72.96723476367447, 'width': 342.7939883168457, 'y': 72.20715940155286, 'class': 'text', 'type': 'rect'}, {'height': 60.80602896972874, 'x': 213.58117675617214, 'width': 198.37966951373997, 'y': 162.65612749402433, 'class': 'text', 'type': 'rect'}]"
69,images/14214351442_39cbfc9665.jpg,"[{'id': 'white', 'type': 'poly', 'xn': '34.9634666576;450.724689738;439.323559306;46.3645970894', 'yn': '25.8425623121;37.243692744;323.032028902;328.352556437', 'class': 'whiteboard'}, {'height': 25.08248695001371, 'type': 'rect', 'width': 416.52129844265187, 'x': 40.28399419244626, 'y': 31.16308984698673, 'class': 'text', 'id': 'text'}, {'height': 221.9420057395152, 'type': 'rect', 'width': 125.41243475006854, 'x': 46.36459708941928, 'y': 62.32617969397346, 'class': 'text', 'id': 'text'}, {'height': 193.05914197889336, 'type': 'rect', 'width': 112.49115359400088, 'x': 186.97853908192036, 'y': 62.32617969397346, 'class': 'text', 'id': 'text'}, {'height': 218.9017042910287, 'type': 'rect', 'width': 129.21281156067664, 'x': 314.6711999183538, 'y': 62.32617969397346, 'class': 'text', 'id': 'text'}, {'height': 61.56610433185183, 'type': 'rect', 'width': 63.086255056095126, 'x': 272.86705500166426, 'y': 109.45085214551436, 'class': 'text', 'id': 'text'}]"
70,images/9347179773_ee7cb563d0.jpg,"[{'height': 41.80414491668904, 'type': 'rect', 'width': 207.50057385920195, 'x': 269.82675355317474, 'y': 159.61582604554, 'class': 'text', 'id': 'text'}, {'height': 155.81544923493192, 'type': 'rect', 'width': 198.37966951374256, 'x': 23.56233622577019, 'y': 111.73107823187799, 'class': 'figure', 'id': 'figure'}, {'id': 'white', 'type': 'poly', 'xn': '6.08060289697;489.488533206;489.488533206;7.60075362122', 'yn': '8.36082898334;6.84067825909;365.59624918;367.876475267', 'class': 'whiteboard'}]"
